sample_id	control_bam	tumor_bam
4177810	/SAN/colcc/BCI_ICGC_raw/WGS/control_4177810_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4177810_merged.bam.rmdup.bam
4177842X	/SAN/colcc/BCI_ICGC_raw/WGS/control_4177842X_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4177842X_merged.mdup.bam
4177987	/SAN/colcc/BCI_ICGC_raw/WGS/control_4177987_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4177987_merged.bam.rmdup.bam
4178655	/SAN/colcc/BCI_ICGC_raw/WGS/control_4178655_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4178655_merged.bam.rmdup.bam
4179894	/SAN/colcc/BCI_ICGC_raw/WGS/control_4179894_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4179894_merged.mdup.bam
4181037	/SAN/colcc/BCI_ICGC_raw/WGS/control_4181037_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4181037_merged.mdup.bam
4181460	/SAN/colcc/BCI_ICGC_raw/WGS/control_4181460_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4181460_merged.bam.rmdup.bam
4182605X	/SAN/colcc/BCI_ICGC_raw/WGS/control_4182605X_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4182605X_merged.mdup.bam
4183136	/SAN/colcc/BCI_ICGC_raw/WGS/control_4183136_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4183136_merged.mdup.bam
4183924	/SAN/colcc/BCI_ICGC_raw/WGS/control_4183924_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4183924_merged.mdup.bam
4184011	/SAN/colcc/BCI_ICGC_raw/WGS/control_4184011_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4184011_merged.mdup.bam
4184094	/SAN/colcc/BCI_ICGC_raw/WGS/control_4184094_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4184094_merged.bam.rmdup.bam
4184437X	/SAN/colcc/BCI_ICGC_raw/WGS/control_4184437X_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4184437X_merged.mdup.bam
4186613X	/SAN/colcc/BCI_ICGC_raw/WGS/control_4186613X_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4186613X_merged.mdup.bam
4187640	/SAN/colcc/BCI_ICGC_raw/WGS/control_4187640_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4187640_merged.mdup.bam
4187640	/SAN/colcc/BCI_ICGC_raw/WGS/control_4187640_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4187640_merged.mdup.bam
4188800	/SAN/colcc/BCI_ICGC_raw/WGS/control_4188800_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4188800_merged.mdup.bam
4188879	/SAN/colcc/BCI_ICGC_raw/WGS/control_4188879_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4188879_merged.bam.rmdup.bam
4188900	/SAN/colcc/BCI_ICGC_raw/WGS/control_4188900_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4188900_merged.bam.rmdup.bam
4189035	/SAN/colcc/BCI_ICGC_raw/WGS/control_4189035_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4189035_merged.bam.rmdup.bam
4189200	/SAN/colcc/BCI_ICGC_raw/WGS/control_4189200_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4189200_merged.bam.rmdup.bam
4190929X	/SAN/colcc/BCI_ICGC_raw/WGS/control_4190929X_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4190929X_merged.mdup.bam
4193638	/SAN/colcc/BCI_ICGC_raw/WGS/control_4193638_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4193638_merged.bam.rmdup.bam
4193646	/SAN/colcc/BCI_ICGC_raw/WGS/control_4193646_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4193646_merged.mdup.bam
4197155	/SAN/colcc/BCI_ICGC_raw/WGS/control_4197155_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4197155_merged.mdup.bam
4198519	/SAN/colcc/BCI_ICGC_raw/WGS/control_4198519_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4198519_merged.mdup.bam
4198542	/SAN/colcc/BCI_ICGC_raw/WGS/control_4198542_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4198542_merged.bam.rmdup.bam
4199714	/SAN/colcc/BCI_ICGC_raw/WGS/control_4199714_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4199714_merged.bam.rmdup.bam
4199848	/SAN/colcc/BCI_ICGC_raw/WGS/control_4199848_merged.mdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4199848_merged.mdup.bam
4199996	/SAN/colcc/BCI_ICGC_raw/WGS/control_4199996_merged.bam.rmdup.bam	/SAN/colcc/BCI_ICGC_raw/WGS/tumor_4199996_merged.bam.rmdup.bam
